IdCompra,Fecha,Fecha_Año,Fecha_Mes,Fecha_Periodo,IdProducto,Cantidad,Precio,IdProveedor
3326,11/25/2016,2016,01,201601,42913,23,988.98,4
3327,11/25/2016,2016,01,201601,42915,9,1272.83,13
3328,11/25/2016,2016,01,201601,42917,3,83068.9,2
3329,11/25/2016,2016,01,201601,42918,4,556.8,3
3330,11/25/2016,2016,01,201601,42924,9,411.69,6
3331,11/25/2016,2016,01,201601,42925,3,1.93,8
3332,11/25/2016,2016,01,201601,42933,4,723.2,12
3333,11/25/2016,2016,01,201601,42934,16,1401.82,13
3334,11/25/2016,2016,01,201601,42935,10,1880.29,2
3335,11/25/2016,2016,01,201601,42937,7,1697.69,3
3336,11/25/2016,2016,01,201601,42938,2,2098.74,12
3337,11/25/2016,2016,01,201601,42940,14,1349,10
3338,11/25/2016,2016,01,201601,42942,8,2102.82,4
3339,11/25/2016,2016,01,201601,42944,6,2758.56,9
3340,11/25/2016,2016,01,201601,42945,2,1982.6,7
3341,11/25/2016,2016,01,201601,42947,9,1796.65,8
3342,11/25/2016,2016,01,201601,42948,9,1820.73,9
3343,11/25/2016,2016,01,201601,42949,9,1553.54,4
3344,11/25/2016,2016,01,201601,42952,7,2521.23,3
3345,11/25/2016,2016,01,201601,42953,2,2486.43,10
3346,11/25/2016,2016,01,201601,42954,2,1625.02,11
3347,11/25/2016,2016,01,201601,42956,2,1582.15,9
3348,11/25/2016,2016,01,201601,42957,10,1937.63,6
3349,11/25/2016,2016,01,201601,42960,4,3173.09,6
3350,11/25/2016,2016,01,201601,42963,19,1838.44,5
3351,11/25/2016,2016,01,201601,42964,25,1928.81,3
3352,11/25/2016,2016,01,201601,42966,17,2605.01,11
3353,11/25/2016,2016,01,201601,42969,5,3009.54,13
3354,11/25/2016,2016,01,201601,42970,21,2158.07,6
3355,11/25/2016,2016,01,201601,43029,10,834.83,3
3356,11/25/2016,2016,01,201601,43030,13,742.14,12
3357,11/25/2016,2016,01,201601,43032,12,690.81,5
3358,11/25/2016,2016,01,201601,43033,4,871.16,13
3359,11/25/2016,2016,01,201601,43034,2,792.89,3
3360,11/25/2016,2016,01,201601,43037,4,772.13,10
3361,11/25/2016,2016,01,201601,43038,9,703.18,11
3362,11/25/2016,2016,01,201601,43039,18,517.4,3
3363,11/25/2016,2016,01,201601,43041,2,516.5,3
3364,11/25/2016,2016,01,201601,43042,15,786.72,3
3365,11/25/2016,2016,01,201601,42816,11,806.17,1
3366,11/25/2016,2016,01,201601,42820,9,421.17,11
3367,11/25/2016,2016,01,201601,42821,9,439.67,7
3368,11/25/2016,2016,01,201601,42822,10,647.34,10
3369,11/25/2016,2016,01,201601,42823,2,575.42,9
3370,11/25/2016,2016,01,201601,42826,14,,3
3371,11/25/2016,2016,01,201601,42827,8,365.36,4
3372,11/25/2016,2016,01,201601,42828,3,648.01,8
3373,11/25/2016,2016,01,201601,42831,13,278.92,4
3374,11/25/2016,2016,01,201601,42848,20,1055.38,8
3375,11/25/2016,2016,01,201601,42813,31,,10
3376,11/25/2016,2016,01,201601,42814,9,236.4,10
3377,11/25/2016,2016,01,201601,42902,9,192.72,7
3378,11/25/2016,2016,01,201601,42904,36,94.31,9
3379,11/25/2016,2016,01,201601,42906,8,230.08,8
3380,11/25/2016,2016,01,201601,42737,10,1126.43,9
3381,11/25/2016,2016,01,201601,42865,7,158.97,1
3382,11/25/2016,2016,01,201601,42867,13,151.8,8
3383,11/25/2016,2016,01,201601,42868,6,130.56,13
3384,11/25/2016,2016,01,201601,42869,2,137.46,6
3385,11/25/2016,2016,01,201601,42872,5,418.18,13
3386,11/25/2016,2016,01,201601,42876,7,386.06,13
3387,11/25/2016,2016,01,201601,42877,14,441.62,5
3388,11/25/2016,2016,01,201601,42879,24,378.14,4
3389,11/25/2016,2016,01,201601,42880,3,407.32,14
3390,11/25/2016,2016,01,201601,42881,5,376.64,2
3391,11/25/2016,2016,01,201601,42883,12,331.73,5
3392,11/25/2016,2016,01,201601,42884,11,333.23,6
3393,11/25/2016,2016,01,201601,42886,13,371.44,10
3394,11/25/2016,2016,01,201601,42888,11,299.74,6
3395,11/25/2016,2016,01,201601,42889,8,,2
3396,11/25/2016,2016,01,201601,42890,7,371.95,12
3397,11/25/2016,2016,01,201601,42892,8,335.18,8
3398,11/25/2016,2016,01,201601,42896,11,394.49,7
3399,11/25/2016,2016,01,201601,42897,12,364.17,10
3400,11/25/2016,2016,01,201601,42987,15,314.05,3
3401,11/25/2016,2016,01,201601,42988,24,36155,9
3402,11/25/2016,2016,01,201601,42991,7,338.58,8
3403,11/25/2016,2016,01,201601,42993,16,363.61,12
3404,11/25/2016,2016,01,201601,42995,7,255.98,6
3405,11/25/2016,2016,01,201601,42996,23,360,6
3406,11/25/2016,2016,01,201601,42998,5,323.22,5
3407,11/25/2016,2016,01,201601,43002,2,296.46,1
3408,11/25/2016,2016,01,201601,43006,8,410.14,8
3409,11/25/2016,2016,01,201601,43007,3,279.29,11
3410,11/25/2016,2016,01,201601,43009,8,428.21,11
3411,11/25/2016,2016,01,201601,43010,17,278.11,3
3412,11/25/2016,2016,01,201601,43011,2,291.84,10
3413,11/25/2016,2016,01,201601,43016,4,329.35,10
3414,11/25/2016,2016,01,201601,43017,11,241.53,11
3415,11/25/2016,2016,01,201601,43018,6,343.6,11
3416,11/25/2016,2016,01,201601,43019,8,283.01,5
3417,11/25/2016,2016,01,201601,43022,5,333.69,9
3418,11/25/2016,2016,01,201601,43023,8,486.91,9
3419,11/25/2016,2016,01,201601,43026,7,334.05,1
3420,11/25/2016,2016,01,201601,43027,5,358.09,10
3421,11/25/2016,2016,01,201601,42756,21,461.81,13
3422,11/25/2016,2016,01,201601,42758,2,1226.72,1
3423,11/25/2016,2016,01,201601,42761,10,862.07,7
3424,11/25/2016,2016,01,201601,42767,11,2116.75,8
3425,11/25/2016,2016,01,201601,42769,5,2338.42,2
3426,11/25/2016,2016,01,201601,42771,9,1940.5,13
3427,11/25/2016,2016,01,201601,42772,6,3962.98,9
3428,11/25/2016,2016,01,201601,42774,2,4499.01,4
3429,11/25/2016,2016,01,201601,42776,10,875.8,8
3430,11/25/2016,2016,01,201601,42777,13,,3
3431,11/25/2016,2016,01,201601,42779,31,6639.68,9
3432,11/25/2016,2016,01,201601,42780,13,3121.08,2
3433,11/25/2016,2016,01,201601,42781,16,,10
3434,11/25/2016,2016,01,201601,42783,2,1659.72,1
3435,11/25/2016,2016,01,201601,42784,4,1063.12,2
3436,11/25/2016,2016,01,201601,42785,10,1214.96,11
3437,11/25/2016,2016,01,201601,42786,9,,14
3438,11/25/2016,2016,01,201601,42787,2,885.21,12
3439,11/25/2016,2016,01,201601,42788,10,318.54,12
3440,11/25/2016,2016,01,201601,42789,10,152.79,3
3441,11/25/2016,2016,01,201601,42791,9,176.03,8
3442,11/25/2016,2016,01,201601,42793,1,524.8,7
3443,11/25/2016,2016,01,201601,42794,9,229.95,3
3444,11/25/2016,2016,01,201601,42796,10,362.47,5
3445,11/25/2016,2016,01,201601,42797,12,2935.84,10
3446,11/25/2016,2016,01,201601,42798,12,1080.91,11
3447,11/25/2016,2016,01,201601,42799,10,928.61,10
3448,11/25/2016,2016,01,201601,42800,3,1003.72,14
3449,11/25/2016,2016,01,201601,42926,11,59.86,10
3450,11/25/2016,2016,01,201601,42927,2,65.15,7
3451,11/25/2016,2016,01,201601,42853,2,448.95,5
3452,11/25/2016,2016,01,201601,42899,6,,2
3453,11/25/2016,2016,01,201601,42900,8,179.35,12
3454,11/25/2016,2016,01,201601,42901,13,118.23,11
3455,11/25/2016,2016,01,201601,42928,11,85.32,6
3456,11/25/2016,2016,01,201601,42974,7,129.93,4
3457,11/25/2016,2016,01,201601,42976,15,138.77,3
3458,11/25/2016,2016,01,201601,42979,3,68.27,12
3459,11/25/2016,2016,01,201601,42980,8,90,7
3460,11/25/2016,2016,01,201601,42981,9,33.42,7
3461,11/25/2016,2016,01,201601,42982,24,9.05,2
3462,12/30/2016,2016,01,201601,42833,33,605.39,3
3463,12/30/2016,2016,01,201601,42834,9,601.71,12
3464,12/30/2016,2016,01,201601,42836,23,519.01,6
3465,12/30/2016,2016,01,201601,42837,14,342.08,9
3466,12/30/2016,2016,01,201601,42839,11,,13
3467,12/30/2016,2016,01,201601,42840,10,227.9,3
3468,12/30/2016,2016,01,201601,42841,10,250,10
3469,12/30/2016,2016,01,201601,42844,9,1429.02,10
3470,12/30/2016,2016,01,201601,42845,2,,11
3471,12/30/2016,2016,01,201601,42855,8,885.32,12
3472,12/30/2016,2016,01,201601,42856,3,335.61,4
3473,12/30/2016,2016,01,201601,42857,19,360.1,3
3474,12/30/2016,2016,01,201601,42860,9,,6
3475,12/30/2016,2016,01,201601,42861,2,386.67,11
3476,12/30/2016,2016,01,201601,42863,2,246.1,4
3477,12/30/2016,2016,01,201601,42984,11,156.23,5
3478,12/30/2016,2016,01,201601,42909,15,1123.13,11
3479,12/30/2016,2016,01,201601,42910,5,1126.73,13
3480,12/30/2016,2016,01,201601,42912,4,1316.3,12
3481,12/30/2016,2016,01,201601,42913,4,830.53,5
3482,12/30/2016,2016,01,201601,42914,20,1005.6,7
3483,12/30/2016,2016,01,201601,42918,1,554.89,2
3484,12/30/2016,2016,01,201601,42920,19,495.93,11
3485,12/30/2016,2016,01,201601,42925,4,2.09,6
3486,12/30/2016,2016,01,201601,42933,10,800.61,7
3487,12/30/2016,2016,01,201601,42935,11,1755.91,8
3488,12/30/2016,2016,01,201601,42938,14,1778.9,9
3489,12/30/2016,2016,01,201601,42939,4,1800.2,12
3490,12/30/2016,2016,01,201601,42943,10,1482,13
3491,12/30/2016,2016,01,201601,42945,14,2127.25,10
3492,12/30/2016,2016,01,201601,42947,10,2214,9
3493,12/30/2016,2016,01,201601,42948,14,1847.94,3
3494,12/30/2016,2016,01,201601,42949,5,1538.38,3
3495,12/30/2016,2016,01,201601,42950,3,1999.69,11
3496,12/30/2016,2016,01,201601,42952,17,2563.65,4
3497,12/30/2016,2016,01,201601,42953,1,,6
3498,12/30/2016,2016,01,201601,42961,8,2156.13,2
3499,12/30/2016,2016,01,201601,42966,8,2646.84,10
3500,12/30/2016,2016,01,201601,42968,6,2410.08,6
3501,12/30/2016,2016,01,201601,42969,7,2458.61,9
3502,12/30/2016,2016,01,201601,42972,11,2043.4,11
3503,12/30/2016,2016,01,201601,43029,22,818.3,13
3504,12/30/2016,2016,01,201601,43031,9,846.57,1
3505,12/30/2016,2016,01,201601,43035,10,775.44,4
3506,12/30/2016,2016,01,201601,43036,6,545.49,7
3507,12/30/2016,2016,01,201601,43038,1,919.32,14
3508,12/30/2016,2016,01,201601,42817,3,521.95,14
3509,12/30/2016,2016,01,201601,42818,3,1163.43,10
3510,12/30/2016,2016,01,201601,42820,4,430.27,10
3511,12/30/2016,2016,01,201601,42821,1,435.95,4
3512,12/30/2016,2016,01,201601,42824,14,444.59,2
3513,12/30/2016,2016,01,201601,42825,8,340.76,12
3514,12/30/2016,2016,01,201601,42829,10,601.06,10
3515,12/30/2016,2016,01,201601,42831,12,244.21,2
3516,12/30/2016,2016,01,201601,42848,8,1193.08,13
3517,12/30/2016,2016,01,201601,42810,17,852.57,5
3518,12/30/2016,2016,01,201601,42811,16,1749.37,2
3519,12/30/2016,2016,01,201601,42813,11,274.1,5
3520,12/30/2016,2016,01,201601,42815,4,459.26,8
3521,12/30/2016,2016,01,201601,42902,12,181.94,13
3522,12/30/2016,2016,01,201601,42903,8,196.57,14
3523,12/30/2016,2016,01,201601,42904,2,83.48,6
3524,12/30/2016,2016,01,201601,42905,6,33794,3
3525,12/30/2016,2016,01,201601,42864,7,157.51,10
3526,12/30/2016,2016,01,201601,42865,16,141.3,8
3527,12/30/2016,2016,01,201601,42876,11,355.03,1
3528,12/30/2016,2016,01,201601,42877,6,418.37,1
3529,12/30/2016,2016,01,201601,42882,18,323.84,10
3530,12/30/2016,2016,01,201601,42883,35,324.27,5
3531,12/30/2016,2016,01,201601,42884,11,365.61,4
3532,12/30/2016,2016,01,201601,42886,8,374.08,8
3533,12/30/2016,2016,01,201601,42887,8,333.89,9
3534,12/30/2016,2016,01,201601,42889,16,388.96,3
3535,12/30/2016,2016,01,201601,42893,17,369.88,11
3536,12/30/2016,2016,01,201601,42894,3,342.78,13
3537,12/30/2016,2016,01,201601,42897,2,337.74,8
3538,12/30/2016,2016,01,201601,42985,6,1010.61,4
3539,12/30/2016,2016,01,201601,42988,11,371.42,4
3540,12/30/2016,2016,01,201601,42991,19,327.49,1
3541,12/30/2016,2016,01,201601,42992,4,367.52,8
3542,12/30/2016,2016,01,201601,42995,4,289.37,7
3543,12/30/2016,2016,01,201601,42996,11,408.38,5
3544,12/30/2016,2016,01,201601,42997,17,294.06,7
3545,12/30/2016,2016,01,201601,42998,4,326.8,4
3546,12/30/2016,2016,01,201601,42999,14,356.72,14
3547,12/30/2016,2016,01,201601,43000,9,258.29,2
3548,12/30/2016,2016,01,201601,43001,8,401.53,7
3549,12/30/2016,2016,01,201601,43003,8,331.29,12
3550,12/30/2016,2016,01,201601,43004,1,229.99,14
3551,12/30/2016,2016,01,201601,43005,10,290.55,4
3552,12/30/2016,2016,01,201601,43007,21,310.99,1
3553,12/30/2016,2016,01,201601,43008,16,270.14,4
3554,12/30/2016,2016,01,201601,43009,11,408.12,3
3555,12/30/2016,2016,01,201601,43010,1,248.64,4
3556,12/30/2016,2016,01,201601,43011,2,241.87,13
3557,12/30/2016,2016,01,201601,43013,6,230.56,10
3558,12/30/2016,2016,01,201601,43014,11,316,12
3559,12/30/2016,2016,01,201601,43016,2,350.83,5
3560,12/30/2016,2016,01,201601,43018,6,273.05,8
3561,12/30/2016,2016,01,201601,43020,5,405.42,9
3562,12/30/2016,2016,01,201601,43021,2,278.69,10
3563,12/30/2016,2016,01,201601,43022,4,327.58,6
3564,12/30/2016,2016,01,201601,43024,14,305.69,6
3565,12/30/2016,2016,01,201601,43026,12,414.29,3
3566,12/30/2016,2016,01,201601,42754,6,850.68,5
3567,12/30/2016,2016,01,201601,42756,7,439.36,2
3568,12/30/2016,2016,01,201601,42757,11,1205.41,3
3569,12/30/2016,2016,01,201601,42758,3,1212.95,5
3570,12/30/2016,2016,01,201601,42761,13,971,6
3571,12/30/2016,2016,01,201601,42762,5,1487.81,14
3572,12/30/2016,2016,01,201601,42763,11,1649.38,5
3573,12/30/2016,2016,01,201601,42764,1,851.56,5
3574,12/30/2016,2016,01,201601,42765,3,1430.02,7
3575,12/30/2016,2016,01,201601,42766,3,4393.24,10
3576,12/30/2016,2016,01,201601,42770,9,2182.32,7
3577,12/30/2016,2016,01,201601,42771,14,1573.69,3
3578,12/30/2016,2016,01,201601,42776,4,1010.02,13
3579,12/30/2016,2016,01,201601,42777,19,1869.94,10
3580,12/30/2016,2016,01,201601,42781,1,1540.5,6
3581,12/30/2016,2016,01,201601,42782,5,2625.2,2
3582,12/30/2016,2016,01,201601,42785,12,1004.97,10
3583,12/30/2016,2016,01,201601,42786,7,574.06,9
3584,12/30/2016,2016,01,201601,42787,5,,13
3585,12/30/2016,2016,01,201601,42788,24,286.9,7
3586,12/30/2016,2016,01,201601,42789,2,167.02,2
3587,12/30/2016,2016,01,201601,42791,4,188.42,13
3588,12/30/2016,2016,01,201601,42792,16,324.07,5
3589,12/30/2016,2016,01,201601,42794,3,224.37,11
3590,12/30/2016,2016,01,201601,42796,8,341.61,4
3591,12/30/2016,2016,01,201601,42798,13,,6
3592,12/30/2016,2016,01,201601,42799,2,1206.49,9
3593,12/30/2016,2016,01,201601,42800,6,1272.53,5
3594,12/30/2016,2016,01,201601,42801,16,2140.15,4
3595,12/30/2016,2016,01,201601,42850,16,215.07,3
3596,12/30/2016,2016,01,201601,42927,12,59.29,12
3597,12/30/2016,2016,01,201601,42930,9,110.48,11
3598,12/30/2016,2016,01,201601,42931,9,214.92,8
3599,12/30/2016,2016,01,201601,42852,7,113.41,14
3600,12/30/2016,2016,01,201601,42854,32,871.33,4
3601,12/30/2016,2016,01,201601,42870,8,137.19,6
3602,12/30/2016,2016,01,201601,42899,11,150.63,11
3603,12/30/2016,2016,01,201601,42900,10,182.88,7
3604,12/30/2016,2016,01,201601,42974,5,145.12,7
3605,12/30/2016,2016,01,201601,42976,4,150.48,12
3606,12/30/2016,2016,01,201601,42978,10,,11
3607,12/30/2016,2016,01,201601,42980,12,80.12,8
3608,12/30/2016,2016,01,201601,42981,4,40.47,3
3609,12/30/2016,2016,01,201601,42982,6,8.9,8
3610,1/27/2017,2017,01,201701,42833,10,630.73,11
3611,1/27/2017,2017,01,201701,42838,12,64213,6
3612,1/27/2017,2017,01,201701,42840,16,230.68,7
3613,1/27/2017,2017,01,201701,42841,8,250.96,9
3614,1/27/2017,2017,01,201701,42842,2,281.08,3
3615,1/27/2017,2017,01,201701,42843,4,454.99,6
3616,1/27/2017,2017,01,201701,42846,19,2050.58,3
3617,1/27/2017,2017,01,201701,42847,4,1919.4,13
3618,1/27/2017,2017,01,201701,42855,4,782.9,5
3619,1/27/2017,2017,01,201701,42858,12,313.57,12
3620,1/27/2017,2017,01,201701,42861,6,415.95,13
3621,1/27/2017,2017,01,201701,42862,10,322.29,12
3622,1/27/2017,2017,01,201701,42863,6,253.53,10
3623,1/27/2017,2017,01,201701,42983,7,270.66,3
3624,1/27/2017,2017,01,201701,42907,3,349.97,7
3625,1/27/2017,2017,01,201701,42908,6,1115.02,1
3626,1/27/2017,2017,01,201701,42913,17,856.14,4
3627,1/27/2017,2017,01,201701,42914,8,1047.24,10
3628,1/27/2017,2017,01,201701,42915,18,1113.81,4
3629,1/27/2017,2017,01,201701,42916,3,941.91,11
3630,1/27/2017,2017,01,201701,42917,7,98853.5,7
3631,1/27/2017,2017,01,201701,42921,11,579.47,7
3632,1/27/2017,2017,01,201701,42924,20,480.15,10
3633,1/27/2017,2017,01,201701,42937,11,1877.72,12
3634,1/27/2017,2017,01,201701,42938,2,2066.63,5
3635,1/27/2017,2017,01,201701,42940,8,1486.4,9
3636,1/27/2017,2017,01,201701,42948,4,2152.65,2
3637,1/27/2017,2017,01,201701,42952,9,2587.84,8
3638,1/27/2017,2017,01,201701,42954,8,1994.93,12
3639,1/27/2017,2017,01,201701,42955,17,1711.55,12
3640,1/27/2017,2017,01,201701,42956,8,1636.67,10
3641,1/27/2017,2017,01,201701,42960,20,2583.72,2
3642,1/27/2017,2017,01,201701,42961,15,2279.54,11
3643,1/27/2017,2017,01,201701,42962,9,1559.7,4
3644,1/27/2017,2017,01,201701,42967,4,2056.68,10
3645,1/27/2017,2017,01,201701,42971,10,1945.07,9
3646,1/27/2017,2017,01,201701,43028,14,598.84,2
3647,1/27/2017,2017,01,201701,43029,19,703.64,2
3648,1/27/2017,2017,01,201701,43030,6,811.08,2
3649,1/27/2017,2017,01,201701,43033,25,776.21,11
3650,1/27/2017,2017,01,201701,43034,21,700.83,9
3651,1/27/2017,2017,01,201701,43035,27,825.06,6
3652,1/27/2017,2017,01,201701,43037,3,799.27,8
3653,1/27/2017,2017,01,201701,43040,6,466.79,14
3654,1/27/2017,2017,01,201701,43043,2,869.25,8
3655,1/27/2017,2017,01,201701,42818,4,1432.34,1
3656,1/27/2017,2017,01,201701,42821,3,404.22,14
3657,1/27/2017,2017,01,201701,42825,29,333.21,5
3658,1/27/2017,2017,01,201701,42826,10,324.24,14
3659,1/27/2017,2017,01,201701,42827,16,332.09,10
3660,1/27/2017,2017,01,201701,42830,4,367.32,8
3661,1/27/2017,2017,01,201701,42812,3,268.19,7
3662,1/27/2017,2017,01,201701,42814,2,287.21,7
3663,1/27/2017,2017,01,201701,42815,2,421.82,12
3664,1/27/2017,2017,01,201701,42905,35,328.97,7
3665,1/27/2017,2017,01,201701,42906,8,229.62,2
3666,1/27/2017,2017,01,201701,42737,6,1239.91,13
3667,1/27/2017,2017,01,201701,42864,4,141.88,6
3668,1/27/2017,2017,01,201701,42865,11,,4
3669,1/27/2017,2017,01,201701,42869,6,142.19,12
3670,1/27/2017,2017,01,201701,42871,3,424.86,9
3671,1/27/2017,2017,01,201701,42873,6,337.38,6
3672,1/27/2017,2017,01,201701,42875,15,399.09,14
3673,1/27/2017,2017,01,201701,42876,10,417.86,5
3674,1/27/2017,2017,01,201701,42877,8,365.66,10
3675,1/27/2017,2017,01,201701,42878,21,386.16,11
3676,1/27/2017,2017,01,201701,42880,12,412.18,8
3677,1/27/2017,2017,01,201701,42883,5,331.11,4
3678,1/27/2017,2017,01,201701,42885,10,357.24,12
3679,1/27/2017,2017,01,201701,42888,4,316.88,13
3680,1/27/2017,2017,01,201701,42890,3,378.88,3
3681,1/27/2017,2017,01,201701,42892,7,347.65,4
3682,1/27/2017,2017,01,201701,42893,3,381.21,4
3683,1/27/2017,2017,01,201701,42894,15,407.45,6
3684,1/27/2017,2017,01,201701,42895,12,364.52,13
3685,1/27/2017,2017,01,201701,42896,5,341.24,8
3686,1/27/2017,2017,01,201701,42897,13,358.96,9
3687,1/27/2017,2017,01,201701,42898,7,345.26,12
3688,1/27/2017,2017,01,201701,42990,3,216.59,14
3689,1/27/2017,2017,01,201701,42991,10,343.25,4
3690,1/27/2017,2017,01,201701,42993,4,368.84,11
3691,1/27/2017,2017,01,201701,42994,25,371.17,5
3692,1/27/2017,2017,01,201701,42999,7,350.7,13
3693,1/27/2017,2017,01,201701,43000,5,292.57,11
3694,1/27/2017,2017,01,201701,43001,13,41904,6
3695,1/27/2017,2017,01,201701,43002,10,296.6,10
3696,1/27/2017,2017,01,201701,43005,12,257.46,11
3697,1/27/2017,2017,01,201701,43009,32,439.55,9
3698,1/27/2017,2017,01,201701,43012,12,380.41,10
3699,1/27/2017,2017,01,201701,43013,8,280.46,8
3700,1/27/2017,2017,01,201701,43014,16,322,11
3701,1/27/2017,2017,01,201701,43015,4,349.36,8
3702,1/27/2017,2017,01,201701,43017,5,267.35,2
3703,1/27/2017,2017,01,201701,43018,2,267.67,3
3704,1/27/2017,2017,01,201701,43022,25,269.41,10
3705,1/27/2017,2017,01,201701,43024,8,373.3,7
3706,1/27/2017,2017,01,201701,43025,5,412.61,6
3707,1/27/2017,2017,01,201701,43026,28,411.1,13
3708,1/27/2017,2017,01,201701,43027,18,367.81,2
3709,1/27/2017,2017,01,201701,42754,8,848.43,7
3710,1/27/2017,2017,01,201701,42756,8,450.89,1
3711,1/27/2017,2017,01,201701,42757,7,1370.61,7
3712,1/27/2017,2017,01,201701,42758,10,1430.36,10
3713,1/27/2017,2017,01,201701,42760,17,1248.57,10
3714,1/27/2017,2017,01,201701,42763,6,1650.47,8
3715,1/27/2017,2017,01,201701,42764,14,102431,13
3716,1/27/2017,2017,01,201701,42765,6,1350.07,6
3717,1/27/2017,2017,01,201701,42768,6,1463.9,4
3718,1/27/2017,2017,01,201701,42770,6,2425.22,2
3719,1/27/2017,2017,01,201701,42775,8,2528.42,1
3720,1/27/2017,2017,01,201701,42776,11,979.23,5
3721,1/27/2017,2017,01,201701,42783,5,1821.53,4
3722,1/27/2017,2017,01,201701,42784,6,1131.7,4
3723,1/27/2017,2017,01,201701,42786,19,569.69,8
3724,1/27/2017,2017,01,201701,42787,12,,5
3725,1/27/2017,2017,01,201701,42788,10,336.11,12
3726,1/27/2017,2017,01,201701,42789,2,148.26,7
3727,1/27/2017,2017,01,201701,42790,8,532.16,13
3728,1/27/2017,2017,01,201701,42792,6,306.37,2
3729,1/27/2017,2017,01,201701,42793,7,565.52,3
3730,1/27/2017,2017,01,201701,42795,3,353.51,11
3731,1/27/2017,2017,01,201701,42797,2,3643.21,2
3732,1/27/2017,2017,01,201701,42800,22,,11
3733,1/27/2017,2017,01,201701,42850,10,208.43,10
3734,1/27/2017,2017,01,201701,42851,4,103.72,11
3735,1/27/2017,2017,01,201701,42926,4,63.02,9
3736,1/27/2017,2017,01,201701,42927,7,70.95,10
3737,1/27/2017,2017,01,201701,42929,18,202.39,4
3738,1/27/2017,2017,01,201701,42930,12,123.35,4
3739,1/27/2017,2017,01,201701,42853,22,458.79,9
3740,1/27/2017,2017,01,201701,42854,16,822.62,5
3741,1/27/2017,2017,01,201701,42870,2,139.42,8
3742,1/27/2017,2017,01,201701,42900,9,181.87,14
3743,1/27/2017,2017,01,201701,42974,10,136.71,7
3744,1/27/2017,2017,01,201701,42978,9,74.38,6
3745,1/27/2017,2017,01,201701,42980,11,77.26,4
3746,2/24/2017,2017,02,201702,42832,3,563.66,2
3747,2/24/2017,2017,02,201702,42833,8,630.88,8
3748,2/24/2017,2017,02,201702,42834,9,519.02,6
3749,2/24/2017,2017,02,201702,42835,10,582.07,11
3750,2/24/2017,2017,02,201702,42838,15,676.3,3
3751,2/24/2017,2017,02,201702,42840,8,246.64,9
3752,2/24/2017,2017,02,201702,42841,8,246.4,6
3753,2/24/2017,2017,02,201702,42842,8,26242,11
3754,2/24/2017,2017,02,201702,42843,5,539.98,3
3755,2/24/2017,2017,02,201702,42844,11,1237.95,12
3756,2/24/2017,2017,02,201702,42845,3,655.08,4
3757,2/24/2017,2017,02,201702,42846,5,2265.85,8
3758,2/24/2017,2017,02,201702,42847,10,2261.45,10
3759,2/24/2017,2017,02,201702,42857,10,359.71,7
3760,2/24/2017,2017,02,201702,42858,18,325.03,7
3761,2/24/2017,2017,02,201702,42859,1,469.91,5
3762,2/24/2017,2017,02,201702,42860,6,381.35,3
3763,2/24/2017,2017,02,201702,42862,9,396.08,11
3764,2/24/2017,2017,02,201702,42984,6,192.79,6
3765,2/24/2017,2017,02,201702,42908,10,1025.91,3
3766,2/24/2017,2017,02,201702,42910,11,1131.53,7
3767,2/24/2017,2017,02,201702,42912,2,1202.22,3
3768,2/24/2017,2017,02,201702,42914,15,905.42,7
3769,2/24/2017,2017,02,201702,42915,9,1095.41,9
3770,2/24/2017,2017,02,201702,42916,5,857.75,2
3771,2/24/2017,2017,02,201702,42917,1,87522.2,8
3772,2/24/2017,2017,02,201702,42918,3,579.22,12
3773,2/24/2017,2017,02,201702,42919,10,420.26,9
3774,2/24/2017,2017,02,201702,42920,8,620.39,13
3775,2/24/2017,2017,02,201702,42921,3,570.32,2
3776,2/24/2017,2017,02,201702,42923,3,542.95,7
3777,2/24/2017,2017,02,201702,42925,13,2.15,2
3778,2/24/2017,2017,02,201702,42935,2,1838.1,13
3779,2/24/2017,2017,02,201702,42936,6,2705.18,7
3780,2/24/2017,2017,02,201702,42939,12,2249.8,11
3781,2/24/2017,2017,02,201702,42940,15,1651.34,7
3782,2/24/2017,2017,02,201702,42941,26,1977.73,7
3783,2/24/2017,2017,02,201702,42944,3,2327.68,12
3784,2/24/2017,2017,02,201702,42945,4,2395.25,2
3785,2/24/2017,2017,02,201702,42952,9,2563.48,12
3786,2/24/2017,2017,02,201702,42953,4,2194.52,13
3787,2/24/2017,2017,02,201702,42956,2,1462.09,7
3788,2/24/2017,2017,02,201702,42957,8,1999.58,8
3789,2/24/2017,2017,02,201702,42958,3,,5
3790,2/24/2017,2017,02,201702,42963,3,1528.44,3
3791,2/24/2017,2017,02,201702,42966,4,2576.12,10
3792,2/24/2017,2017,02,201702,42967,22,2102.54,12
3793,2/24/2017,2017,02,201702,42968,22,,10
3794,2/24/2017,2017,02,201702,42969,7,2349.04,5
3795,2/24/2017,2017,02,201702,42970,8,1953.33,9
3796,2/24/2017,2017,02,201702,42972,2,2057.21,11
3797,2/24/2017,2017,02,201702,43028,6,629.81,7
3798,2/24/2017,2017,02,201702,43029,10,681.47,10
3799,2/24/2017,2017,02,201702,43031,43,930.8,9
3800,2/24/2017,2017,02,201702,43036,6,523.3,11
3801,2/24/2017,2017,02,201702,43037,7,872.66,12
3802,2/24/2017,2017,02,201702,43039,11,497.39,2
3803,2/24/2017,2017,02,201702,43042,7,785.26,7
